snapshot_id,date,base_currency,currency,rate,inverse_rate,provider,rate_type,market_region,is_weekend,effective_from,effective_to,source_url,load_batch_id,load_timestamp,year,month,day,fx_status,volatility_bucket
FX-00012,2025-01-02,USD,GBP,0.7971,1.254548,ExchangeRate-API,Closing,Europe,false,2025-01-02T00:00:00+00:00,2025-01-02T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250102,2025-01-02T00:00:00+00:00,2025,1,2,valid,Low
FX-00013,2025-01-02,USD,QAR,3.6261,0.275778,ExchangeRate-API,Spot,Europe,false,2025-01-02T00:00:00+00:00,2025-01-02T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250102,2025-01-02T00:00:00+00:00,2025,1,2,valid,Low
FX-00014,2025-01-02,USD,KWD,0.3097,3.228931,ExchangeRate-API,Spot,Middle East,false,2025-01-02T00:00:00+00:00,2025-01-02T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250102,2025-01-02T00:00:00+00:00,2025,1,2,valid,Low
FX-00015,2025-01-02,USD,EUR,0.8841,1.131094,ExchangeRate-API,Closing,Middle East,false,2025-01-02T00:00:00+00:00,2025-01-02T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250102,2025-01-02T00:00:00+00:00,2025,1,2,valid,Medium
FX-00016,2025-01-02,USD,BHD,0.3759,2.660282,ExchangeRate-API,Spot,Middle East,false,2025-01-02T00:00:00+00:00,2025-01-02T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250102,2025-01-02T00:00:00+00:00,2025,1,2,valid,Low
FX-00017,2025-01-03,USD,AED,3.6638,0.272941,ExchangeRate-API,Closing,Global,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Medium
FX-00018,2025-01-03,USD,SAR,3.7778,0.264704,ExchangeRate-API,Spot,Middle East,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Medium
FX-00019,2025-01-03,USD,EGP,50.1562,0.019938,ExchangeRate-API,Closing,Global,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Medium
FX-00020,2025-01-03,USD,GBP,0.7903,1.265342,ExchangeRate-API,Closing,Middle East,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Medium
FX-00021,2025-01-03,USD,QAR,3.5099,0.284908,ExchangeRate-API,Closing,Middle East,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,High
FX-00022,2025-01-03,USD,KWD,0.3074,3.253090,ExchangeRate-API,Closing,Global,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Medium
FX-00023,2025-01-03,USD,EUR,0.9155,1.092299,ExchangeRate-API,Spot,Global,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,Low
FX-00024,2025-01-03,USD,BHD,0.3914,2.554931,ExchangeRate-API,Spot,Europe,false,2025-01-03T00:00:00+00:00,2025-01-03T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250103,2025-01-03T00:00:00+00:00,2025,1,3,valid,High
FX-00025,2025-01-04,USD,AED,3.7631,0.265738,ExchangeRate-API,Closing,Middle East,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,High
FX-00026,2025-01-04,USD,SAR,3.8491,0.259801,ExchangeRate-API,Spot,Europe,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,Medium
FX-00027,2025-01-04,USD,EGP,51.6266,0.019370,ExchangeRate-API,Closing,Global,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,Medium
FX-00028,2025-01-04,USD,GBP,0.8053,1.241773,ExchangeRate-API,Spot,Middle East,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,Low
FX-00029,2025-01-04,USD,QAR,3.5506,0.281643,ExchangeRate-API,Closing,Europe,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,High
FX-00030,2025-01-04,USD,KWD,0.3012,3.320053,ExchangeRate-API,Spot,Middle East,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,High
FX-00031,2025-01-04,USD,EUR,0.9286,1.076890,ExchangeRate-API,Closing,Middle East,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,High
FX-00032,2025-01-04,USD,BHD,0.3715,2.691790,ExchangeRate-API,Spot,Europe,true,2025-01-04T00:00:00+00:00,2025-01-04T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250104,2025-01-04T00:00:00+00:00,2025,1,4,valid,Low
FX-00033,2025-01-05,USD,AED,3.6336,0.275209,ExchangeRate-API,Closing,Global,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,Low
FX-00034,2025-01-05,USD,SAR,3.7189,0.268897,ExchangeRate-API,Closing,Middle East,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,Medium
FX-00035,2025-01-05,USD,EGP,50.2555,0.019898,ExchangeRate-API,Closing,Europe,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,Medium
FX-00036,2025-01-05,USD,GBP,0.8173,1.223541,ExchangeRate-API,Closing,Europe,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,High
FX-00037,2025-01-05,USD,QAR,3.7077,0.269709,ExchangeRate-API,Closing,Middle East,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,High
FX-00038,2025-01-05,USD,KWD,0.3109,3.216468,ExchangeRate-API,Closing,Global,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,High
FX-00039,2025-01-05,USD,EUR,0.8836,1.131734,ExchangeRate-API,Spot,Global,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,Low
FX-00040,2025-01-05,USD,BHD,0.3699,2.703433,ExchangeRate-API,Closing,Global,true,2025-01-05T00:00:00+00:00,2025-01-05T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250105,2025-01-05T00:00:00+00:00,2025,1,5,valid,Medium
FX-00041,2025-01-06,USD,AED,3.6069,0.277246,ExchangeRate-API,Spot,Europe,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Medium
FX-00042,2025-01-06,USD,SAR,3.8853,0.257380,ExchangeRate-API,Closing,Middle East,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Medium
FX-00043,2025-01-06,USD,EGP,51.4424,0.019439,ExchangeRate-API,Spot,Global,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Low
FX-00044,2025-01-06,USD,GBP,0.7980,1.253133,ExchangeRate-API,Closing,Europe,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Low
FX-00045,2025-01-06,USD,QAR,3.7610,0.265887,ExchangeRate-API,Spot,Middle East,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Low
FX-00046,2025-01-06,USD,KWD,0.2989,3.345601,ExchangeRate-API,Closing,Middle East,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,High
FX-00047,2025-01-06,USD,EUR,0.9182,1.089087,ExchangeRate-API,Closing,Middle East,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,High
FX-00048,2025-01-06,USD,BHD,0.3701,2.701972,ExchangeRate-API,Closing,Middle East,false,2025-01-06T00:00:00+00:00,2025-01-06T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250106,2025-01-06T00:00:00+00:00,2025,1,6,valid,Low
FX-00049,2025-01-07,USD,AED,3.8055,0.262778,ExchangeRate-API,Spot,Middle East,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Low
FX-00050,2025-01-07,USD,SAR,3.8515,0.259639,ExchangeRate-API,Closing,Global,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Low
FX-00051,2025-01-07,USD,EGP,50.6186,0.019756,ExchangeRate-API,Spot,Middle East,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Low
FX-00052,2025-01-07,USD,GBP,0.8030,1.245330,ExchangeRate-API,Spot,Global,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Medium
FX-00053,2025-01-07,USD,QAR,3.6472,0.274183,ExchangeRate-API,Closing,Europe,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Medium
FX-00054,2025-01-07,USD,KWD,0.3032,3.298153,ExchangeRate-API,Closing,Middle East,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Medium
FX-00055,2025-01-07,USD,EUR,0.9203,1.086602,ExchangeRate-API,Spot,Middle East,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,Medium
FX-00056,2025-01-07,USD,BHD,0.3690,2.710027,ExchangeRate-API,Spot,Europe,false,2025-01-07T00:00:00+00:00,2025-01-07T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250107,2025-01-07T00:00:00+00:00,2025,1,7,valid,High
FX-00057,2025-01-08,USD,AED,3.7908,0.263797,ExchangeRate-API,Spot,Europe,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,Low
FX-00058,2025-01-08,USD,SAR,3.8063,0.262722,ExchangeRate-API,Closing,Global,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,Medium
FX-00059,2025-01-08,USD,EGP,52.0110,0.019227,ExchangeRate-API,Spot,Global,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,High
FX-00060,2025-01-08,USD,GBP,0.7911,1.264063,ExchangeRate-API,Closing,Global,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,High
FX-00061,2025-01-08,USD,QAR,3.6812,0.271651,ExchangeRate-API,Closing,Middle East,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,Low
FX-00062,2025-01-08,USD,KWD,0.2997,3.336670,ExchangeRate-API,Spot,Europe,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,Low
FX-00063,2025-01-08,USD,EUR,0.9248,1.081315,ExchangeRate-API,Closing,Middle East,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,Low
FX-00064,2025-01-08,USD,BHD,0.3784,2.642706,ExchangeRate-API,Closing,Global,false,2025-01-08T00:00:00+00:00,2025-01-08T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250108,2025-01-08T00:00:00+00:00,2025,1,8,valid,High
FX-00065,2025-01-09,USD,AED,3.6374,0.274922,ExchangeRate-API,Spot,Global,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,Medium
FX-00066,2025-01-09,USD,SAR,3.6889,0.271084,ExchangeRate-API,Spot,Middle East,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,High
FX-00067,2025-01-09,USD,EGP,49.9226,0.020031,ExchangeRate-API,Spot,Middle East,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,Medium
FX-00068,2025-01-09,USD,GBP,0.7873,1.270164,ExchangeRate-API,Closing,Global,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,Low
FX-00069,2025-01-09,USD,QAR,3.6316,0.275361,ExchangeRate-API,Closing,Europe,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,High
FX-00070,2025-01-09,USD,KWD,0.3197,3.127932,ExchangeRate-API,Spot,Middle East,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,High
FX-00071,2025-01-09,USD,EUR,0.8880,1.126126,ExchangeRate-API,Spot,Europe,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,Low
FX-00072,2025-01-09,USD,BHD,0.3737,2.675943,ExchangeRate-API,Spot,Europe,false,2025-01-09T00:00:00+00:00,2025-01-09T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250109,2025-01-09T00:00:00+00:00,2025,1,9,valid,High
FX-00073,2025-01-10,USD,AED,3.5581,0.281049,ExchangeRate-API,Closing,Europe,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Low
FX-00074,2025-01-10,USD,SAR,3.6713,0.272383,ExchangeRate-API,Spot,Global,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,High
FX-00075,2025-01-10,USD,EGP,49.0445,0.020390,ExchangeRate-API,Closing,Europe,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Low
FX-00076,2025-01-10,USD,GBP,0.7951,1.257703,ExchangeRate-API,Spot,Middle East,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Medium
FX-00077,2025-01-10,USD,QAR,3.5353,0.282861,ExchangeRate-API,Closing,Global,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Medium
FX-00078,2025-01-10,USD,KWD,0.3191,3.133814,ExchangeRate-API,Closing,Middle East,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,High
FX-00079,2025-01-10,USD,EUR,0.9282,1.077354,ExchangeRate-API,Closing,Middle East,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Low
FX-00080,2025-01-10,USD,BHD,0.3664,2.729258,ExchangeRate-API,Closing,Europe,false,2025-01-10T00:00:00+00:00,2025-01-10T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250110,2025-01-10T00:00:00+00:00,2025,1,10,valid,Medium
FX-00081,2025-01-11,USD,AED,3.5664,0.280395,ExchangeRate-API,Spot,Global,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00082,2025-01-11,USD,SAR,3.6594,0.273269,ExchangeRate-API,Spot,Global,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00083,2025-01-11,USD,EGP,51.9291,0.019257,ExchangeRate-API,Closing,Global,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00084,2025-01-11,USD,GBP,0.8123,1.231072,ExchangeRate-API,Spot,Global,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,High
FX-00085,2025-01-11,USD,QAR,3.5327,0.283070,ExchangeRate-API,Spot,Europe,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00086,2025-01-11,USD,KWD,0.3174,3.150599,ExchangeRate-API,Spot,Middle East,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00087,2025-01-11,USD,EUR,0.9198,1.087193,ExchangeRate-API,Spot,Global,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Medium
FX-00088,2025-01-11,USD,BHD,0.3668,2.726281,ExchangeRate-API,Closing,Europe,true,2025-01-11T00:00:00+00:00,2025-01-11T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250111,2025-01-11T00:00:00+00:00,2025,1,11,valid,Low
FX-00089,2025-01-12,USD,AED,3.7368,0.267609,ExchangeRate-API,Closing,Global,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,Medium
FX-00090,2025-01-12,USD,SAR,3.6303,0.275459,ExchangeRate-API,Closing,Global,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,Medium
FX-00091,2025-01-12,USD,EGP,50.5408,0.019786,ExchangeRate-API,Spot,Global,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,Low
FX-00092,2025-01-12,USD,GBP,0.7703,1.298196,ExchangeRate-API,Spot,Global,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,Medium
FX-00093,2025-01-12,USD,QAR,3.7796,0.264578,ExchangeRate-API,Spot,Middle East,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,High
FX-00094,2025-01-12,USD,KWD,0.3153,3.171583,ExchangeRate-API,Spot,Global,true,2025-01-12T00:00:00+00:00,2025-01-12T23:59:59+00:00,https://api.exchangerate-api.com/v4/latest/USD,BATCH-20250112,2025-01-12T00:00:00+00:00,2025,1,12,valid,High
